Method,Metric,Train,Test,Threshold,Rep,n,Dataset
crps,dss,520.14,725.99,0.3,13,800,easy
crps,is1,2998.49,3781.87,0.3,13,800,easy
dss,sse,919.18,1277.79,0.3,13,800,easy
dss,crps,435.31,579.54,0.3,13,800,easy
dss,dss,486.8,751.51,0.3,13,800,easy
dss,is1,3203.72,4036.18,0.3,13,800,easy
is1,sse,383.95,434.27,0.3,13,800,easy
is1,crps,233.08,286.67,0.3,13,800,easy
is1,dss,1.26,-55.62,0.3,13,800,easy
is1,is1,2639.35,3251.35,0.3,13,800,easy
sse,sse,692.59,970.81,0.3,13,800,easy
sse,crps,379.56,506.29,0.3,13,800,easy
sse,dss,520.14,725.99,0.3,13,800,easy
sse,is1,2998.49,3781.87,0.3,13,800,easy
crps,sse,853.7,1109.23,0.5,13,800,easy
crps,crps,415.35,539.08,0.5,13,800,easy
crps,dss,848.93,1088.34,0.5,13,800,easy
crps,is1,3036.75,3815.43,0.5,13,800,easy
dss,sse,919.18,1277.79,0.5,13,800,easy
dss,crps,435.31,579.54,0.5,13,800,easy
dss,dss,486.8,751.51,0.5,13,800,easy
dss,is1,3203.72,4036.18,0.5,13,800,easy
is1,sse,853.7,1109.23,0.5,13,800,easy
is1,crps,415.35,539.08,0.5,13,800,easy
is1,dss,848.93,1088.34,0.5,13,800,easy
is1,is1,3036.75,3815.43,0.5,13,800,easy
sse,sse,853.7,1109.23,0.5,13,800,easy
sse,crps,415.35,539.08,0.5,13,800,easy
sse,dss,848.93,1088.34,0.5,13,800,easy
sse,is1,3036.75,3815.43,0.5,13,800,easy
crps,sse,853.7,1109.23,0.8,13,800,easy
crps,crps,415.35,539.08,0.8,13,800,easy
crps,dss,848.93,1088.34,0.8,13,800,easy
crps,is1,3036.75,3815.43,0.8,13,800,easy
dss,sse,919.18,1277.79,0.8,13,800,easy
dss,crps,435.31,579.54,0.8,13,800,easy
dss,dss,486.8,751.51,0.8,13,800,easy
dss,is1,3203.72,4036.18,0.8,13,800,easy
is1,sse,853.7,1109.23,0.8,13,800,easy
is1,crps,415.35,539.08,0.8,13,800,easy
is1,dss,848.93,1088.34,0.8,13,800,easy
is1,is1,3036.75,3815.43,0.8,13,800,easy
sse,sse,853.7,1109.23,0.8,13,800,easy
sse,crps,415.35,539.08,0.8,13,800,easy
sse,dss,848.93,1088.34,0.8,13,800,easy
sse,is1,3036.75,3815.43,0.8,13,800,easy
crps,sse,260.61,366.22,0,14,800,easy
crps,crps,205.48,277.21,0,14,800,easy
crps,dss,-572.63,-429.39,0,14,800,easy
crps,is1,2570.64,3265.72,0,14,800,easy
dss,sse,260.87,366.55,0,14,800,easy
dss,crps,206.14,277.4,0,14,800,easy
dss,dss,-570.01,-426.02,0,14,800,easy
dss,is1,2572.13,3265.37,0,14,800,easy
is1,sse,187.54,294.44,0,14,800,easy
is1,crps,188.49,259.61,0,14,800,easy
is1,dss,-626.92,-507.98,0,14,800,easy
is1,is1,2536.15,3247.49,0,14,800,easy
sse,sse,260.87,366.55,0,14,800,easy
sse,crps,206.14,277.4,0,14,800,easy
sse,dss,-570.01,-426.02,0,14,800,easy
sse,is1,2572.13,3265.37,0,14,800,easy
crps,sse,264.86,358.3,0.1,14,800,easy
crps,crps,208.34,273.28,0.1,14,800,easy
crps,dss,-546.21,-554.88,0.1,14,800,easy
crps,is1,2582.86,3249.58,0.1,14,800,easy
dss,sse,264.86,358.3,0.1,14,800,easy
dss,crps,208.34,273.28,0.1,14,800,easy
dss,dss,-546.21,-554.88,0.1,14,800,easy
dss,is1,2582.86,3249.58,0.1,14,800,easy
is1,sse,198.14,288.36,0.1,14,800,easy
is1,crps,193.57,255.74,0.1,14,800,easy
is1,dss,-514.49,-556.36,0.1,14,800,easy
is1,is1,2560.27,3226.02,0.1,14,800,easy
sse,sse,295.09,372.86,0.1,14,800,easy
sse,crps,218.6,279.08,0.1,14,800,easy
sse,dss,-314.89,-381.2,0.1,14,800,easy
sse,is1,2584.53,3251.05,0.1,14,800,easy
crps,sse,865.55,1152.05,0.3,14,800,easy
crps,crps,424.72,549.66,0.3,14,800,easy
crps,dss,455.21,640.68,0.3,14,800,easy
crps,is1,3131.93,3943.09,0.3,14,800,easy
dss,sse,865.55,1152.05,0.3,14,800,easy
dss,crps,424.72,549.66,0.3,14,800,easy
dss,dss,455.21,640.68,0.3,14,800,easy
dss,is1,3131.93,3943.09,0.3,14,800,easy
is1,sse,494.34,598.23,0.3,14,800,easy
is1,crps,262.06,328.02,0.3,14,800,easy
is1,dss,194.94,246.23,0.3,14,800,easy
is1,is1,2632.04,3299.98,0.3,14,800,easy
sse,sse,865.55,1152.05,0.3,14,800,easy
sse,crps,424.72,549.66,0.3,14,800,easy
sse,dss,455.21,640.68,0.3,14,800,easy
sse,is1,3131.93,3943.09,0.3,14,800,easy
crps,sse,865.55,1152.05,0.5,14,800,easy
crps,crps,424.72,549.66,0.5,14,800,easy
crps,dss,455.21,640.68,0.5,14,800,easy
crps,is1,3131.93,3943.09,0.5,14,800,easy
dss,sse,865.55,1152.05,0.5,14,800,easy
dss,crps,424.72,549.66,0.5,14,800,easy
dss,dss,455.21,640.68,0.5,14,800,easy
dss,is1,3131.93,3943.09,0.5,14,800,easy
is1,sse,974.31,1243.57,0.5,14,800,easy
is1,crps,446.23,568.69,0.5,14,800,easy
is1,dss,955.99,1221.51,0.5,14,800,easy
is1,is1,3047.6,3839.15,0.5,14,800,easy
sse,sse,865.55,1152.05,0.5,14,800,easy
sse,crps,424.72,549.66,0.5,14,800,easy
sse,dss,455.21,640.68,0.5,14,800,easy
sse,is1,3131.93,3943.09,0.5,14,800,easy
crps,sse,865.55,1152.05,0.8,14,800,easy
crps,crps,424.72,549.66,0.8,14,800,easy
crps,dss,455.21,640.68,0.8,14,800,easy
crps,is1,3131.93,3943.09,0.8,14,800,easy
dss,sse,865.55,1152.05,0.8,14,800,easy
dss,crps,424.72,549.66,0.8,14,800,easy
dss,dss,455.21,640.68,0.8,14,800,easy
dss,is1,3131.93,3943.09,0.8,14,800,easy
is1,sse,974.31,1243.57,0.8,14,800,easy
is1,crps,446.23,568.69,0.8,14,800,easy
is1,dss,955.99,1221.51,0.8,14,800,easy
is1,is1,3047.6,3839.15,0.8,14,800,easy
sse,sse,865.55,1152.05,0.8,14,800,easy
sse,crps,424.72,549.66,0.8,14,800,easy
sse,dss,455.21,640.68,0.8,14,800,easy
sse,is1,3131.93,3943.09,0.8,14,800,easy
crps,sse,242.21,337.59,0,15,800,easy
crps,crps,199.03,265.77,0,15,800,easy
crps,dss,-496.84,-425.12,0,15,800,easy
crps,is1,2553.4,3277.15,0,15,800,easy
dss,sse,286.23,371.22,0,15,800,easy
dss,crps,210.33,273.38,0,15,800,easy
dss,dss,-539.07,-553.09,0,15,800,easy
dss,is1,2554.56,3261.28,0,15,800,easy
is1,sse,286.67,366.95,0,15,800,easy
is1,crps,213.12,276.72,0,15,800,easy
is1,dss,-129.96,-116.98,0,15,800,easy
is1,is1,2530.68,3250,0,15,800,easy
sse,sse,241.43,344.43,0,15,800,easy
sse,crps,199.74,266.91,0,15,800,easy
sse,dss,-509.59,-341.75,0,15,800,easy
sse,is1,2556.16,3294.58,0,15,800,easy
crps,sse,246.77,329.81,0.1,15,800,easy
crps,crps,202.74,260.84,0.1,15,800,easy
crps,dss,-478.91,-518.72,0.1,15,800,easy
crps,is1,2564.07,3272.65,0.1,15,800,easy
dss,sse,288.89,364.2,0.1,15,800,easy
dss,crps,212.59,269.75,0.1,15,800,easy
dss,dss,-493.56,-625.14,0.1,15,800,easy
dss,is1,2560.15,3255.62,0.1,15,800,easy
is1,sse,308.06,408.07,0.1,15,800,easy
is1,crps,223.8,290.06,0.1,15,800,easy
is1,dss,-22.26,11.17,0.1,15,800,easy
is1,is1,2547.67,3255.05,0.1,15,800,easy
sse,sse,246.77,329.81,0.1,15,800,easy
sse,crps,202.74,260.84,0.1,15,800,easy
sse,dss,-478.91,-518.72,0.1,15,800,easy
sse,is1,2564.07,3272.65,0.1,15,800,easy
crps,sse,864.31,1084.33,0.3,15,800,easy
crps,crps,420.6,533.71,0.3,15,800,easy
crps,dss,454.99,575.33,0.3,15,800,easy
crps,is1,3113.41,3892.17,0.3,15,800,easy
dss,sse,864.31,1084.33,0.3,15,800,easy
dss,crps,420.6,533.71,0.3,15,800,easy
dss,dss,454.99,575.33,0.3,15,800,easy
dss,is1,3113.41,3892.17,0.3,15,800,easy
is1,sse,597.67,711.14,0.3,15,800,easy
is1,crps,289.85,359.25,0.3,15,800,easy
is1,dss,343.16,404.21,0.3,15,800,easy
is1,is1,2618.33,3328.04,0.3,15,800,easy
sse,sse,864.31,1084.33,0.3,15,800,easy
sse,crps,420.6,533.71,0.3,15,800,easy
sse,dss,454.99,575.33,0.3,15,800,easy
sse,is1,3113.41,3892.17,0.3,15,800,easy
crps,sse,864.31,1084.33,0.5,15,800,easy
crps,crps,420.6,533.71,0.5,15,800,easy
crps,dss,454.99,575.33,0.5,15,800,easy
crps,is1,3113.41,3892.17,0.5,15,800,easy
dss,sse,864.31,1084.33,0.5,15,800,easy
dss,crps,420.6,533.71,0.5,15,800,easy
dss,dss,454.99,575.33,0.5,15,800,easy
dss,is1,3113.41,3892.17,0.5,15,800,easy
is1,sse,1056.09,1318.13,0.5,15,800,easy
is1,crps,461.75,584.81,0.5,15,800,easy
is1,dss,1015.99,1276.13,0.5,15,800,easy
is1,is1,3062.04,3851.98,0.5,15,800,easy
sse,sse,864.31,1084.33,0.5,15,800,easy
sse,crps,420.6,533.71,0.5,15,800,easy
sse,dss,454.99,575.33,0.5,15,800,easy
sse,is1,3113.41,3892.17,0.5,15,800,easy
crps,sse,864.31,1084.33,0.8,15,800,easy
crps,crps,420.6,533.71,0.8,15,800,easy
crps,dss,454.99,575.33,0.8,15,800,easy
crps,is1,3113.41,3892.17,0.8,15,800,easy
dss,sse,864.31,1084.33,0.8,15,800,easy
dss,crps,420.6,533.71,0.8,15,800,easy
dss,dss,454.99,575.33,0.8,15,800,easy
dss,is1,3113.41,3892.17,0.8,15,800,easy
is1,sse,1056.09,1318.13,0.8,15,800,easy
is1,crps,461.75,584.81,0.8,15,800,easy
is1,dss,1015.99,1276.13,0.8,15,800,easy
is1,is1,3062.04,3851.98,0.8,15,800,easy
sse,sse,864.31,1084.33,0.8,15,800,easy
sse,crps,420.6,533.71,0.8,15,800,easy
sse,dss,454.99,575.33,0.8,15,800,easy
sse,is1,3113.41,3892.17,0.8,15,800,easy
crps,sse,271.37,361.89,0,16,800,easy
crps,crps,204.99,273.11,0,16,800,easy
crps,dss,-564.54,-556.14,0,16,800,easy
crps,is1,2460.85,3246.64,0,16,800,easy
dss,sse,264.6,388.89,0,16,800,easy
dss,crps,212.51,289.4,0,16,800,easy
dss,dss,-387.65,-342.87,0,16,800,easy
dss,is1,2508.71,3323.65,0,16,800,easy
is1,sse,284.5,364.53,0,16,800,easy
is1,crps,206.31,274.91,0,16,800,easy
is1,dss,-511.58,-419.12,0,16,800,easy
is1,is1,2450.59,3260.79,0,16,800,easy
sse,sse,261.08,354.34,0,16,800,easy
sse,crps,201.65,269.74,0,16,800,easy
sse,dss,-575.2,-575.04,0,16,800,easy
sse,is1,2462.53,3233.24,0,16,800,easy
crps,sse,275.42,364.43,0.1,16,800,easy
crps,crps,207.48,273.06,0.1,16,800,easy
crps,dss,-482.16,-517.24,0.1,16,800,easy
crps,is1,2470.82,3236.21,0.1,16,800,easy
dss,sse,265.71,386.17,0.1,16,800,easy
dss,crps,213.57,287.19,0.1,16,800,easy
dss,dss,-366.52,-395.56,0.1,16,800,easy
dss,is1,2514.51,3312.19,0.1,16,800,easy
is1,sse,371.04,394.24,0.1,16,800,easy
is1,crps,233.32,283.65,0.1,16,800,easy
is1,dss,114.78,55.01,0.1,16,800,easy
is1,is1,2480.95,3245.37,0.1,16,800,easy
sse,sse,287.33,355.43,0.1,16,800,easy
sse,crps,212.28,268.98,0.1,16,800,easy
sse,dss,-468.17,-557.26,0.1,16,800,easy
sse,is1,2511.06,3245,0.1,16,800,easy
crps,sse,891.35,1023.95,0.3,16,800,easy
crps,crps,429.04,519.16,0.3,16,800,easy
crps,dss,873.54,969.25,0.3,16,800,easy
crps,is1,2990.92,3802.07,0.3,16,800,easy
dss,sse,1085.28,1415.64,0.3,16,800,easy
dss,crps,477.29,610.99,0.3,16,800,easy
dss,dss,685.86,864.97,0.3,16,800,easy
dss,is1,3207.61,4133.45,0.3,16,800,easy
is1,sse,371.04,394.24,0.3,16,800,easy
is1,crps,233.32,283.65,0.3,16,800,easy
is1,dss,114.78,55.01,0.3,16,800,easy
is1,is1,2480.95,3245.37,0.3,16,800,easy
sse,sse,891.35,1023.95,0.3,16,800,easy
sse,crps,429.04,519.16,0.3,16,800,easy
sse,dss,873.54,969.25,0.3,16,800,easy
sse,is1,2990.92,3802.07,0.3,16,800,easy
crps,sse,891.35,1023.95,0.5,16,800,easy
crps,crps,429.04,519.16,0.5,16,800,easy
crps,dss,873.54,969.25,0.5,16,800,easy
crps,is1,2990.92,3802.07,0.5,16,800,easy
dss,sse,1085.28,1415.64,0.5,16,800,easy
dss,crps,477.29,610.99,0.5,16,800,easy
dss,dss,685.86,864.97,0.5,16,800,easy
dss,is1,3207.61,4133.45,0.5,16,800,easy
is1,sse,891.35,1023.95,0.5,16,800,easy
is1,crps,429.04,519.16,0.5,16,800,easy
is1,dss,873.54,969.25,0.5,16,800,easy
is1,is1,2990.92,3802.07,0.5,16,800,easy
sse,sse,891.35,1023.95,0.5,16,800,easy
sse,crps,429.04,519.16,0.5,16,800,easy
sse,dss,873.54,969.25,0.5,16,800,easy
sse,is1,2990.92,3802.07,0.5,16,800,easy
crps,sse,891.35,1023.95,0.8,16,800,easy
crps,crps,429.04,519.16,0.8,16,800,easy
crps,dss,873.54,969.25,0.8,16,800,easy
crps,is1,2990.92,3802.07,0.8,16,800,easy
dss,sse,1085.28,1415.64,0.8,16,800,easy
dss,crps,477.29,610.99,0.8,16,800,easy
dss,dss,685.86,864.97,0.8,16,800,easy
dss,is1,3207.61,4133.45,0.8,16,800,easy
is1,sse,891.35,1023.95,0.8,16,800,easy
is1,crps,429.04,519.16,0.8,16,800,easy
is1,dss,873.54,969.25,0.8,16,800,easy
is1,is1,2990.92,3802.07,0.8,16,800,easy
sse,sse,891.35,1023.95,0.8,16,800,easy
sse,crps,429.04,519.16,0.8,16,800,easy
sse,dss,873.54,969.25,0.8,16,800,easy
sse,is1,2990.92,3802.07,0.8,16,800,easy
crps,sse,214.14,332.22,0,17,800,easy
crps,crps,194.84,266.13,0,17,800,easy
crps,dss,-540.82,-444.42,0,17,800,easy
crps,is1,2523,3290.28,0,17,800,easy
dss,sse,214.82,335.79,0,17,800,easy
dss,crps,195.25,267.56,0,17,800,easy
dss,dss,-543.31,-424.69,0,17,800,easy
dss,is1,2525.51,3302,0,17,800,easy
is1,sse,225.8,366.15,0,17,800,easy
is1,crps,198.5,279.3,0,17,800,easy
is1,dss,-514.82,-367.03,0,17,800,easy
is1,is1,2477.16,3263.08,0,17,800,easy
sse,sse,213.97,335.4,0,17,800,easy
sse,crps,194.91,267.41,0,17,800,easy
sse,dss,-540.96,-431.46,0,17,800,easy
sse,is1,2525.82,3299.5,0,17,800,easy
crps,sse,218.45,329.39,0.1,17,800,easy
crps,crps,198.2,262.84,0.1,17,800,easy
crps,dss,-516.52,-470.16,0.1,17,800,easy
crps,is1,2539.68,3279.76,0.1,17,800,easy
dss,sse,218.45,329.39,0.1,17,800,easy
dss,crps,198.2,262.84,0.1,17,800,easy
dss,dss,-516.52,-470.16,0.1,17,800,easy
dss,is1,2539.68,3279.76,0.1,17,800,easy
is1,sse,265.65,391.33,0.1,17,800,easy
is1,crps,213.24,285.21,0.1,17,800,easy
is1,dss,-101.7,41.68,0.1,17,800,easy
is1,is1,2496.55,3253.12,0.1,17,800,easy
sse,sse,218.45,329.39,0.1,17,800,easy
sse,crps,198.2,262.84,0.1,17,800,easy
sse,dss,-516.52,-470.16,0.1,17,800,easy
sse,is1,2539.68,3279.76,0.1,17,800,easy
crps,sse,855.7,1128.05,0.3,17,800,easy
crps,crps,416.53,544.7,0.3,17,800,easy
crps,dss,435.59,616.92,0.3,17,800,easy
crps,is1,3107.56,3922.52,0.3,17,800,easy
dss,sse,855.7,1128.05,0.3,17,800,easy
dss,crps,416.53,544.7,0.3,17,800,easy
dss,dss,435.59,616.92,0.3,17,800,easy
dss,is1,3107.56,3922.52,0.3,17,800,easy
is1,sse,1055.22,1204.26,0.3,17,800,easy
is1,crps,457.09,560.65,0.3,17,800,easy
is1,dss,1009.87,1211.02,0.3,17,800,easy
is1,is1,3051.15,3831.46,0.3,17,800,easy
sse,sse,855.7,1128.05,0.3,17,800,easy
sse,crps,416.53,544.7,0.3,17,800,easy
sse,dss,435.59,616.92,0.3,17,800,easy
sse,is1,3107.56,3922.52,0.3,17,800,easy
crps,sse,855.7,1128.05,0.5,17,800,easy
crps,crps,416.53,544.7,0.5,17,800,easy
crps,dss,435.59,616.92,0.5,17,800,easy
crps,is1,3107.56,3922.52,0.5,17,800,easy
dss,sse,855.7,1128.05,0.5,17,800,easy
dss,crps,416.53,544.7,0.5,17,800,easy
dss,dss,435.59,616.92,0.5,17,800,easy
dss,is1,3107.56,3922.52,0.5,17,800,easy
is1,sse,1055.22,1204.26,0.5,17,800,easy
is1,crps,457.09,560.65,0.5,17,800,easy
is1,dss,1009.87,1211.02,0.5,17,800,easy
is1,is1,3051.15,3831.46,0.5,17,800,easy
sse,sse,855.7,1128.05,0.5,17,800,easy
sse,crps,416.53,544.7,0.5,17,800,easy
sse,dss,435.59,616.92,0.5,17,800,easy
sse,is1,3107.56,3922.52,0.5,17,800,easy
crps,sse,855.7,1128.05,0.8,17,800,easy
crps,crps,416.53,544.7,0.8,17,800,easy
crps,dss,435.59,616.92,0.8,17,800,easy
crps,is1,3107.56,3922.52,0.8,17,800,easy
dss,sse,855.7,1128.05,0.8,17,800,easy
dss,crps,416.53,544.7,0.8,17,800,easy
dss,dss,435.59,616.92,0.8,17,800,easy
dss,is1,3107.56,3922.52,0.8,17,800,easy
is1,sse,1055.22,1204.26,0.8,17,800,easy
is1,crps,457.09,560.65,0.8,17,800,easy
is1,dss,1009.87,1211.02,0.8,17,800,easy
is1,is1,3051.15,3831.46,0.8,17,800,easy
sse,sse,855.7,1128.05,0.8,17,800,easy
sse,crps,416.53,544.7,0.8,17,800,easy
sse,dss,435.59,616.92,0.8,17,800,easy
sse,is1,3107.56,3922.52,0.8,17,800,easy
crps,sse,200.34,366.04,0,18,800,easy
crps,crps,189.09,275.61,0,18,800,easy
crps,dss,-658.99,-462.84,0,18,800,easy
crps,is1,2495.09,3271.5,0,18,800,easy
dss,sse,200.31,366.45,0,18,800,easy
dss,crps,189.27,276,0,18,800,easy
dss,dss,-663.01,-450.3,0,18,800,easy
dss,is1,2495.02,3261.94,0,18,800,easy
is1,sse,200.51,366.16,0,18,800,easy
is1,crps,189.58,275.35,0,18,800,easy
is1,dss,-660.99,-453.15,0,18,800,easy
is1,is1,2494.7,3259.84,0,18,800,easy
sse,sse,200.21,365.95,0,18,800,easy
sse,crps,189.31,276.13,0,18,800,easy
sse,dss,-660.82,-477.5,0,18,800,easy
sse,is1,2495.99,3269.72,0,18,800,easy
crps,sse,240.05,537.77,0.1,18,800,easy
crps,crps,200.08,310.95,0.1,18,800,easy
crps,dss,-525.77,-83.29,0.1,18,800,easy
crps,is1,2554.69,3478.59,0.1,18,800,easy
dss,sse,203.83,362.48,0.1,18,800,easy
dss,crps,192.02,272.01,0.1,18,800,easy
dss,dss,-643.88,-492.54,0.1,18,800,easy
dss,is1,2505.37,3257.36,0.1,18,800,easy
is1,sse,239.85,369.48,0.1,18,800,easy
is1,crps,204.5,274.47,0.1,18,800,easy
is1,dss,-421.03,-383.21,0.1,18,800,easy
is1,is1,2511.38,3251.75,0.1,18,800,easy
sse,sse,276.06,544.77,0.1,18,800,easy
sse,crps,212.55,313.41,0.1,18,800,easy
sse,dss,-302.93,26.04,0.1,18,800,easy
sse,is1,2560.71,3472.98,0.1,18,800,easy
crps,sse,776.53,1126.35,0.3,18,800,easy
crps,crps,405.23,543.25,0.3,18,800,easy
crps,dss,385.86,622.54,0.3,18,800,easy
crps,is1,3001.35,3923.86,0.3,18,800,easy
dss,sse,776.53,1126.35,0.3,18,800,easy
dss,crps,405.23,543.25,0.3,18,800,easy
dss,dss,385.86,622.54,0.3,18,800,easy
dss,is1,3001.35,3923.86,0.3,18,800,easy
is1,sse,276.06,544.77,0.3,18,800,easy
is1,crps,212.55,313.41,0.3,18,800,easy
is1,dss,-302.93,26.04,0.3,18,800,easy
is1,is1,2560.71,3472.98,0.3,18,800,easy
sse,sse,776.53,1126.35,0.3,18,800,easy
sse,crps,405.23,543.25,0.3,18,800,easy
sse,dss,385.86,622.54,0.3,18,800,easy
sse,is1,3001.35,3923.86,0.3,18,800,easy
crps,sse,776.53,1126.35,0.5,18,800,easy
crps,crps,405.23,543.25,0.5,18,800,easy
crps,dss,385.86,622.54,0.5,18,800,easy
crps,is1,3001.35,3923.86,0.5,18,800,easy
dss,sse,776.53,1126.35,0.5,18,800,easy
dss,crps,405.23,543.25,0.5,18,800,easy
dss,dss,385.86,622.54,0.5,18,800,easy
dss,is1,3001.35,3923.86,0.5,18,800,easy
is1,sse,776.53,1126.35,0.5,18,800,easy
is1,crps,405.23,543.25,0.5,18,800,easy
is1,dss,385.86,622.54,0.5,18,800,easy
is1,is1,3001.35,3923.86,0.5,18,800,easy
sse,sse,776.53,1126.35,0.5,18,800,easy
sse,crps,405.23,543.25,0.5,18,800,easy
sse,dss,385.86,622.54,0.5,18,800,easy
sse,is1,3001.35,3923.86,0.5,18,800,easy
crps,sse,776.53,1126.35,0.8,18,800,easy
crps,crps,405.23,543.25,0.8,18,800,easy
crps,dss,385.86,622.54,0.8,18,800,easy
crps,is1,3001.35,3923.86,0.8,18,800,easy
dss,sse,776.53,1126.35,0.8,18,800,easy
dss,crps,405.23,543.25,0.8,18,800,easy
dss,dss,385.86,622.54,0.8,18,800,easy
dss,is1,3001.35,3923.86,0.8,18,800,easy
is1,sse,776.53,1126.35,0.8,18,800,easy
is1,crps,405.23,543.25,0.8,18,800,easy
is1,dss,385.86,622.54,0.8,18,800,easy
is1,is1,3001.35,3923.86,0.8,18,800,easy
sse,sse,776.53,1126.35,0.8,18,800,easy
sse,crps,405.23,543.25,0.8,18,800,easy
sse,dss,385.86,622.54,0.8,18,800,easy
sse,is1,3001.35,3923.86,0.8,18,800,easy
crps,sse,181.11,280.31,0,19,800,easy
crps,crps,181.48,255.34,0,19,800,easy
crps,dss,-605.58,-496.61,0,19,800,easy
crps,is1,2507.92,3232.26,0,19,800,easy
dss,sse,181.8,283.8,0,19,800,easy
dss,crps,182.5,254.92,0,19,800,easy
dss,dss,-608.76,-404.4,0,19,800,easy
dss,is1,2508.71,3239.7,0,19,800,easy
is1,sse,186.99,345.44,0,19,800,easy
is1,crps,182.64,265.71,0,19,800,easy
is1,dss,-661.64,-591.84,0,19,800,easy
is1,is1,2525.1,3308.83,0,19,800,easy
sse,sse,181.07,280.58,0,19,800,easy
sse,crps,182.19,253.49,0,19,800,easy
sse,dss,-601.14,-562.56,0,19,800,easy
sse,is1,2506.96,3231.96,0,19,800,easy
crps,sse,182.74,280.05,0.1,19,800,easy
crps,crps,184,251.44,0.1,19,800,easy
crps,dss,-590.92,-572.8,0.1,19,800,easy
crps,is1,2513.71,3229.64,0.1,19,800,easy
dss,sse,182.74,280.05,0.1,19,800,easy
dss,crps,184,251.44,0.1,19,800,easy
dss,dss,-590.92,-572.8,0.1,19,800,easy
dss,is1,2513.71,3229.64,0.1,19,800,easy
is1,sse,213.28,359.97,0.1,19,800,easy
is1,crps,194.21,269.94,0.1,19,800,easy
is1,dss,-503.84,-508.88,0.1,19,800,easy
is1,is1,2540.35,3308.83,0.1,19,800,easy
sse,sse,182.74,280.05,0.1,19,800,easy
sse,crps,184,251.44,0.1,19,800,easy
sse,dss,-590.92,-572.8,0.1,19,800,easy
sse,is1,2513.71,3229.64,0.1,19,800,easy
crps,sse,916.11,1235.17,0.3,19,800,easy
crps,crps,434.95,569.29,0.3,19,800,easy
crps,dss,493.85,716.09,0.3,19,800,easy
crps,is1,3139.95,4004.51,0.3,19,800,easy
dss,sse,916.11,1235.17,0.3,19,800,easy
dss,crps,434.95,569.29,0.3,19,800,easy
dss,dss,493.85,716.09,0.3,19,800,easy
dss,is1,3139.95,4004.51,0.3,19,800,easy
is1,sse,477.4,470.34,0.3,19,800,easy
is1,crps,253.23,296.2,0.3,19,800,easy
is1,dss,152.49,118.57,0.3,19,800,easy
is1,is1,2581.18,3268.35,0.3,19,800,easy
sse,sse,916.11,1235.17,0.3,19,800,easy
sse,crps,434.95,569.29,0.3,19,800,easy
sse,dss,493.85,716.09,0.3,19,800,easy
sse,is1,3139.95,4004.51,0.3,19,800,easy
crps,sse,916.11,1235.17,0.5,19,800,easy
crps,crps,434.95,569.29,0.5,19,800,easy
crps,dss,493.85,716.09,0.5,19,800,easy
crps,is1,3139.95,4004.51,0.5,19,800,easy
dss,sse,916.11,1235.17,0.5,19,800,easy
dss,crps,434.95,569.29,0.5,19,800,easy
dss,dss,493.85,716.09,0.5,19,800,easy
dss,is1,3139.95,4004.51,0.5,19,800,easy
is1,sse,992.53,1127.78,0.5,19,800,easy
is1,crps,447.63,542.44,0.5,19,800,easy
is1,dss,971.66,1132.54,0.5,19,800,easy
is1,is1,3033,3819.18,0.5,19,800,easy
sse,sse,916.11,1235.17,0.5,19,800,easy
sse,crps,434.95,569.29,0.5,19,800,easy
sse,dss,493.85,716.09,0.5,19,800,easy
sse,is1,3139.95,4004.51,0.5,19,800,easy
crps,sse,916.11,1235.17,0.8,19,800,easy
crps,crps,434.95,569.29,0.8,19,800,easy
crps,dss,493.85,716.09,0.8,19,800,easy
crps,is1,3139.95,4004.51,0.8,19,800,easy
dss,sse,916.11,1235.17,0.8,19,800,easy
dss,crps,434.95,569.29,0.8,19,800,easy
dss,dss,493.85,716.09,0.8,19,800,easy
dss,is1,3139.95,4004.51,0.8,19,800,easy
is1,sse,992.53,1127.78,0.8,19,800,easy
is1,crps,447.63,542.44,0.8,19,800,easy
is1,dss,971.66,1132.54,0.8,19,800,easy
is1,is1,3033,3819.18,0.8,19,800,easy
sse,sse,916.11,1235.17,0.8,19,800,easy
sse,crps,434.95,569.29,0.8,19,800,easy
sse,dss,493.85,716.09,0.8,19,800,easy
sse,is1,3139.95,4004.51,0.8,19,800,easy
crps,sse,159.24,330.52,0,20,800,easy
crps,crps,181.21,267.98,0,20,800,easy
crps,dss,-680.21,-47.97,0,20,800,easy
crps,is1,2467.74,3271.97,0,20,800,easy
dss,sse,159.41,325.79,0,20,800,easy
dss,crps,181.82,264.25,0,20,800,easy
dss,dss,-685.22,-124.78,0,20,800,easy
dss,is1,2468.58,3267.17,0,20,800,easy
is1,sse,160.2,332.68,0,20,800,easy
is1,crps,182.3,265.81,0,20,800,easy
is1,dss,-672.51,-229.09,0,20,800,easy
is1,is1,2468.12,3269.44,0,20,800,easy
sse,sse,159.23,330.21,0,20,800,easy
sse,crps,181.41,266.72,0,20,800,easy
sse,dss,-680.36,-51.17,0,20,800,easy
sse,is1,2468.64,3267.05,0,20,800,easy
crps,sse,163.49,323.66,0.1,20,800,easy
crps,crps,185.09,261.45,0.1,20,800,easy
crps,dss,-647.16,-402.56,0.1,20,800,easy
crps,is1,2481.4,3255.44,0.1,20,800,easy
dss,sse,163.49,323.66,0.1,20,800,easy
dss,crps,185.09,261.45,0.1,20,800,easy
dss,dss,-647.16,-402.56,0.1,20,800,easy
